Equipment Name,Type,Flowrate,Pressure,Temperature
Pump-46258,Pump,769.94,183.99,127.73
Distillation Column-46259,Distillation Column,160.69,107.6,202.71
Distillation Column-46260,Distillation Column,343.41,155.49,45.86
Distillation Column-46261,Distillation Column,667.5,79.79,188.64
Storage Tank-46262,Storage Tank,878.38,3.18,403.22
Storage Tank-46263,Storage Tank,760.39,116.88,487.7
Compressor-46264,Compressor,879.48,136.08,245.33
Reactor-46265,Reactor,135.81,14.45,410.61
Heat Exchanger-46266,Heat Exchanger,271.21,17.4,393.49
Heat Exchanger-46267,Heat Exchanger,844.44,56.63,318.09
Storage Tank-46268,Storage Tank,289.13,158.06,465.01
Reactor-46269,Reactor,434.47,177.95,444.26
Heat Exchanger-46270,Heat Exchanger,808.39,132.4,357.69
Heat Exchanger-46271,Heat Exchanger,337.65,190.13,256.88
Distillation Column-46272,Distillation Column,242.39,49.05,280.21
Compressor-46273,Compressor,307.23,51.11,487.25
Heat Exchanger-46274,Heat Exchanger,853.24,118.9,252.12
Valve-46275,Valve,852.04,1.36,480.42
Reactor-46276,Reactor,215.3,5.3,449.24
Reactor-46277,Reactor,9.6,43.54,444.22
Distillation Column-46278,Distillation Column,146.19,35.63,113.04
Compressor-46279,Compressor,957.71,21.79,348.56
Heat Exchanger-46280,Heat Exchanger,159.14,16.3,464.93
Storage Tank-46281,Storage Tank,933.23,192.74,303.01
Compressor-46282,Compressor,860.29,123.63,177.99
Reactor-46283,Reactor,638.83,120.68,52.63
Compressor-46284,Compressor,16.86,145.14,210.31
Heat Exchanger-46285,Heat Exchanger,861.63,177.64,143.53
Pump-46286,Pump,567.07,196.27,490.04
Reactor-46287,Reactor,512.27,102.77,462.77
Compressor-46288,Compressor,911.43,125.54,315.0
Heat Exchanger-46289,Heat Exchanger,842.74,42.89,158.12
Storage Tank-46290,Storage Tank,679.76,148.05,88.15
Compressor-46291,Compressor,489.15,198.89,184.52
Valve-46292,Valve,706.21,109.96,83.57
Reactor-46293,Reactor,151.13,104.48,265.21
Reactor-46294,Reactor,280.43,180.52,417.14
Valve-46295,Valve,388.88,12.92,369.36
Valve-46296,Valve,957.73,126.6,217.17
Heat Exchanger-46297,Heat Exchanger,125.9,160.13,331.29
Distillation Column-46298,Distillation Column,576.9,92.59,295.96
Distillation Column-46299,Distillation Column,789.16,88.13,290.0
Valve-46300,Valve,589.9,36.1,151.42
Pump-46301,Pump,587.36,101.72,319.98
Valve-46302,Valve,290.57,179.58,97.33
Compressor-46303,Compressor,205.98,171.67,268.7
Heat Exchanger-46304,Heat Exchanger,907.79,180.51,442.88
Pump-46305,Pump,958.78,91.78,203.5
Compressor-46306,Compressor,804.96,31.02,106.97
Valve-46307,Valve,849.97,17.4,52.05
Reactor-46308,Reactor,749.62,175.65,314.39
Valve-46309,Valve,376.72,93.67,150.74
Distillation Column-46310,Distillation Column,835.05,27.54,393.24
Compressor-46311,Compressor,566.01,51.58,459.44
Pump-46312,Pump,289.56,139.72,270.34
Storage Tank-46313,Storage Tank,791.17,108.21,455.16
Valve-46314,Valve,831.83,145.71,328.71
Storage Tank-46315,Storage Tank,286.49,28.8,498.96
Valve-46316,Valve,335.0,165.38,221.19
Compressor-46317,Compressor,701.12,61.35,168.62
Storage Tank-46318,Storage Tank,949.13,128.11,348.62
Heat Exchanger-46319,Heat Exchanger,20.54,186.09,290.94
Reactor-46320,Reactor,635.72,137.78,464.56
Pump-46321,Pump,402.5,116.52,35.31
Distillation Column-46322,Distillation Column,905.1,185.64,404.37
Compressor-46323,Compressor,928.06,54.66,97.42
Distillation Column-46324,Distillation Column,688.05,131.07,110.34
Pump-46325,Pump,302.45,1.41,454.91
Valve-46326,Valve,860.61,105.16,154.6
Valve-46327,Valve,41.37,42.36,214.03
Heat Exchanger-46328,Heat Exchanger,598.68,126.02,319.79
Reactor-46329,Reactor,514.97,28.39,217.72
Valve-46330,Valve,77.11,130.44,321.06
Heat Exchanger-46331,Heat Exchanger,76.22,102.58,488.52
Heat Exchanger-46332,Heat Exchanger,602.15,187.39,430.7
Valve-46333,Valve,520.2,82.0,312.46
Valve-46334,Valve,535.99,141.03,435.71
Heat Exchanger-46335,Heat Exchanger,86.38,37.44,320.7
Valve-46336,Valve,67.09,12.14,348.75
Compressor-46337,Compressor,50.28,10.61,396.48
Valve-46338,Valve,778.32,74.76,341.84
Reactor-46339,Reactor,632.11,121.22,280.82
Valve-46340,Valve,194.66,95.29,226.52
Compressor-46341,Compressor,861.77,136.94,281.19
Heat Exchanger-46342,Heat Exchanger,450.46,53.42,110.35
Heat Exchanger-46343,Heat Exchanger,744.45,54.96,317.45
Heat Exchanger-46344,Heat Exchanger,219.69,34.57,104.96
Compressor-46345,Compressor,775.03,121.14,447.16
Heat Exchanger-46346,Heat Exchanger,189.92,17.17,56.25
Pump-46347,Pump,826.59,2.11,304.48
Valve-46348,Valve,563.1,95.16,499.68
Pump-46349,Pump,720.59,110.24,377.64
Compressor-46350,Compressor,42.74,43.03,59.16
Pump-46351,Pump,877.77,145.74,377.32
Reactor-46352,Reactor,400.42,70.66,24.76
Storage Tank-46353,Storage Tank,90.46,167.74,253.44
Distillation Column-46354,Distillation Column,718.56,168.01,291.14
Storage Tank-46355,Storage Tank,222.97,124.66,401.04
Storage Tank-46356,Storage Tank,752.52,48.02,127.99
Heat Exchanger-46357,Heat Exchanger,286.87,16.49,47.94
Compressor-46358,Compressor,824.73,120.01,358.22
Compressor-46359,Compressor,671.52,69.67,219.5
Distillation Column-46360,Distillation Column,300.61,57.8,185.27
Reactor-46361,Reactor,207.09,9.03,162.72
Storage Tank-46362,Storage Tank,419.89,178.9,465.01
Pump-46363,Pump,522.46,24.42,151.93
Storage Tank-46364,Storage Tank,999.57,60.22,288.48
Compressor-46365,Compressor,240.93,135.44,468.38
Pump-46366,Pump,993.71,41.53,481.94
Heat Exchanger-46367,Heat Exchanger,45.36,25.07,274.62
Valve-46368,Valve,251.1,83.64,183.51
Pump-46369,Pump,34.13,183.32,348.11
Storage Tank-46370,Storage Tank,683.24,181.14,279.72
Compressor-46371,Compressor,751.84,155.44,391.28
Valve-46372,Valve,18.69,46.57,152.04
Heat Exchanger-46373,Heat Exchanger,704.24,108.6,470.78
Storage Tank-46374,Storage Tank,602.37,187.94,394.32
Valve-46375,Valve,260.47,139.74,136.16
Heat Exchanger-46376,Heat Exchanger,782.63,193.44,433.5
Valve-46377,Valve,481.86,195.98,280.42
Storage Tank-46378,Storage Tank,485.51,129.61,157.91
Reactor-46379,Reactor,612.06,32.61,399.65
Heat Exchanger-46380,Heat Exchanger,897.29,148.09,138.65
Valve-46381,Valve,337.35,155.86,142.1
Pump-46382,Pump,205.88,134.33,132.2
Heat Exchanger-46383,Heat Exchanger,332.86,171.19,240.74
Compressor-46384,Compressor,229.8,173.26,174.97
Valve-46385,Valve,897.32,12.79,166.26
Heat Exchanger-46386,Heat Exchanger,860.44,37.96,51.84
Storage Tank-46387,Storage Tank,745.74,8.09,347.18
Storage Tank-46388,Storage Tank,517.25,88.01,458.59
Distillation Column-46389,Distillation Column,126.77,100.29,211.14
Distillation Column-46390,Distillation Column,573.45,91.82,498.91
Distillation Column-46391,Distillation Column,56.24,174.31,115.75
Pump-46392,Pump,206.82,127.71,363.72
Storage Tank-46393,Storage Tank,48.06,63.04,339.48
Heat Exchanger-46394,Heat Exchanger,82.25,110.0,453.25
Storage Tank-46395,Storage Tank,262.77,96.46,405.06
Pump-46396,Pump,890.33,104.16,481.06
Reactor-46397,Reactor,421.39,169.92,98.46
Valve-46398,Valve,566.17,146.5,255.71
Heat Exchanger-46399,Heat Exchanger,271.16,82.07,300.82
Pump-46400,Pump,532.96,53.3,260.44
Reactor-46401,Reactor,292.95,150.54,253.85
Compressor-46402,Compressor,72.45,132.29,451.83
Compressor-46403,Compressor,920.4,181.85,465.12
Compressor-46404,Compressor,903.06,134.08,290.6
Pump-46405,Pump,976.59,131.62,268.03
Pump-46406,Pump,391.15,109.18,86.79
Pump-46407,Pump,151.03,125.62,65.08
Storage Tank-46408,Storage Tank,265.01,9.75,431.98
Compressor-46409,Compressor,88.32,127.26,101.46
Compressor-46410,Compressor,647.03,38.07,29.65
Storage Tank-46411,Storage Tank,840.95,48.39,255.19
Distillation Column-46412,Distillation Column,974.18,56.46,250.96
Storage Tank-46413,Storage Tank,562.14,11.66,109.05
Storage Tank-46414,Storage Tank,630.22,99.28,88.58
Pump-46415,Pump,459.59,52.13,88.96
Distillation Column-46416,Distillation Column,183.73,168.45,95.74
Storage Tank-46417,Storage Tank,19.92,43.83,141.07
Reactor-46418,Reactor,30.52,66.11,314.18
Valve-46419,Valve,658.38,175.58,335.03
Reactor-46420,Reactor,459.93,54.05,200.95
Distillation Column-46421,Distillation Column,122.18,177.3,430.26
Valve-46422,Valve,523.63,65.83,120.73
Reactor-46423,Reactor,289.78,16.68,485.97
Storage Tank-46424,Storage Tank,81.99,165.85,364.38
Reactor-46425,Reactor,731.06,160.26,346.53
Reactor-46426,Reactor,482.74,174.63,321.19
Compressor-46427,Compressor,889.42,180.32,465.37
Reactor-46428,Reactor,101.66,103.87,485.05
Pump-46429,Pump,674.97,74.75,485.84
Valve-46430,Valve,360.68,199.5,355.53
Heat Exchanger-46431,Heat Exchanger,830.31,31.09,65.95
Reactor-46432,Reactor,131.6,64.7,199.22
Pump-46433,Pump,880.21,54.11,432.86
Pump-46434,Pump,730.72,49.23,477.16
Storage Tank-46435,Storage Tank,928.66,154.53,343.77
Valve-46436,Valve,423.74,23.59,418.68
Pump-46437,Pump,614.96,92.63,414.86
Heat Exchanger-46438,Heat Exchanger,268.69,28.37,469.55
Compressor-46439,Compressor,49.66,70.96,39.6
Heat Exchanger-46440,Heat Exchanger,289.72,168.3,422.61
Pump-46441,Pump,663.42,45.86,422.66
Storage Tank-46442,Storage Tank,314.43,198.35,64.94
Valve-46443,Valve,883.39,185.18,496.74
Distillation Column-46444,Distillation Column,319.53,4.22,396.02
Heat Exchanger-46445,Heat Exchanger,596.42,107.98,285.52
Heat Exchanger-46446,Heat Exchanger,458.63,150.77,498.59
Distillation Column-46447,Distillation Column,8.29,180.12,99.52
Reactor-46448,Reactor,921.57,22.68,280.17
Reactor-46449,Reactor,252.25,15.9,395.15
Reactor-46450,Reactor,5.93,56.92,287.86
Valve-46451,Valve,57.09,167.11,290.31
Pump-46452,Pump,906.43,89.66,298.09
Storage Tank-46453,Storage Tank,132.57,18.95,325.07
Distillation Column-46454,Distillation Column,368.22,9.5,177.41
Distillation Column-46455,Distillation Column,501.46,120.96,171.6
Distillation Column-46456,Distillation Column,62.32,14.38,440.88
Pump-46457,Pump,43.2,144.58,469.83
Pump-46458,Pump,295.16,46.34,163.06
Storage Tank-46459,Storage Tank,192.66,138.8,300.9
Compressor-46460,Compressor,703.82,179.89,108.2
Storage Tank-46461,Storage Tank,298.78,45.02,256.16
Distillation Column-46462,Distillation Column,825.46,14.08,334.46
Valve-46463,Valve,618.07,30.68,120.36
Valve-46464,Valve,712.79,110.8,248.18
Heat Exchanger-46465,Heat Exchanger,461.89,108.45,324.16
Heat Exchanger-46466,Heat Exchanger,871.17,168.08,269.2
Storage Tank-46467,Storage Tank,137.37,95.57,50.55
Valve-46468,Valve,444.85,85.88,361.8
Pump-46469,Pump,428.24,83.81,474.39
Valve-46470,Valve,528.73,122.89,366.75
Distillation Column-46471,Distillation Column,219.89,75.78,211.7
Heat Exchanger-46472,Heat Exchanger,21.29,9.82,436.44
Distillation Column-46473,Distillation Column,75.44,55.41,329.2
Storage Tank-46474,Storage Tank,678.55,128.06,137.7
Storage Tank-46475,Storage Tank,80.32,58.66,190.54
Heat Exchanger-46476,Heat Exchanger,189.53,29.89,150.57
Storage Tank-46477,Storage Tank,387.91,44.11,235.44
Valve-46478,Valve,389.31,29.19,30.85
Valve-46479,Valve,844.1,50.43,479.1
Valve-46480,Valve,417.59,123.98,490.96
Compressor-46481,Compressor,612.25,5.98,448.48
Distillation Column-46482,Distillation Column,138.58,123.65,170.58
Compressor-46483,Compressor,78.76,23.31,66.53
Pump-46484,Pump,722.74,81.25,493.37
Valve-46485,Valve,936.47,22.08,340.23
Storage Tank-46486,Storage Tank,385.69,185.55,442.79
Pump-46487,Pump,169.33,163.04,162.86
Compressor-46488,Compressor,386.86,86.78,235.28
Valve-46489,Valve,305.02,61.01,49.41
Valve-46490,Valve,346.14,194.93,69.32
Storage Tank-46491,Storage Tank,84.69,110.13,249.3
Heat Exchanger-46492,Heat Exchanger,73.41,56.55,102.34
Valve-46493,Valve,553.47,153.71,481.65
Distillation Column-46494,Distillation Column,102.7,199.57,399.4
Reactor-46495,Reactor,350.56,97.18,308.96
Compressor-46496,Compressor,960.13,44.46,221.87
Reactor-46497,Reactor,813.76,49.76,474.16
Pump-46498,Pump,242.6,40.38,405.5
Compressor-46499,Compressor,162.65,113.36,185.94
Storage Tank-46500,Storage Tank,985.5,135.93,21.31
Pump-46501,Pump,750.46,56.13,394.44
Distillation Column-46502,Distillation Column,331.52,197.98,197.04
Reactor-46503,Reactor,525.99,89.47,449.3
Distillation Column-46504,Distillation Column,17.76,163.87,435.82
Pump-46505,Pump,152.24,9.28,184.46
Distillation Column-46506,Distillation Column,105.66,33.35,153.24
Valve-46507,Valve,444.3,185.52,97.08
Storage Tank-46508,Storage Tank,404.49,85.22,237.32
Heat Exchanger-46509,Heat Exchanger,812.91,183.39,358.63
Distillation Column-46510,Distillation Column,803.32,127.98,148.41
Compressor-46511,Compressor,842.84,152.12,372.58
Compressor-46512,Compressor,23.18,71.51,278.28
Compressor-46513,Compressor,966.96,100.36,116.0
Distillation Column-46514,Distillation Column,941.42,12.39,150.88
Valve-46515,Valve,919.97,162.43,352.71
Pump-46516,Pump,519.0,127.32,121.84
Reactor-46517,Reactor,583.72,173.1,214.59
Pump-46518,Pump,845.01,78.61,91.28
Heat Exchanger-46519,Heat Exchanger,672.72,191.51,372.49
Heat Exchanger-46520,Heat Exchanger,451.73,91.88,498.11
Valve-46521,Valve,495.25,18.79,330.29
Valve-46522,Valve,843.56,31.26,241.21
Reactor-46523,Reactor,818.76,160.94,300.23
Distillation Column-46524,Distillation Column,265.06,0.23,143.15
Compressor-46525,Compressor,327.39,135.71,218.62
Compressor-46526,Compressor,904.35,188.97,177.29
Distillation Column-46527,Distillation Column,349.13,98.95,414.92
Compressor-46528,Compressor,650.39,27.33,153.39
Storage Tank-46529,Storage Tank,952.89,151.5,70.64
Heat Exchanger-46530,Heat Exchanger,741.94,35.31,85.94
Valve-46531,Valve,258.27,165.75,177.69
Reactor-46532,Reactor,332.24,116.79,477.97
Heat Exchanger-46533,Heat Exchanger,663.36,84.58,454.42
Compressor-46534,Compressor,46.87,7.62,407.29
Pump-46535,Pump,975.63,51.58,376.1
Valve-46536,Valve,440.44,163.44,454.06
Compressor-46537,Compressor,754.19,178.94,310.04
Heat Exchanger-46538,Heat Exchanger,340.39,114.82,406.66
Valve-46539,Valve,628.47,181.37,76.5
Storage Tank-46540,Storage Tank,638.26,184.08,347.43
Compressor-46541,Compressor,986.64,6.39,291.83
Storage Tank-46542,Storage Tank,189.4,23.91,474.67
Heat Exchanger-46543,Heat Exchanger,34.61,21.18,294.59
Compressor-46544,Compressor,706.62,158.23,57.14
Heat Exchanger-46545,Heat Exchanger,268.08,115.0,310.01
Valve-46546,Valve,589.63,97.26,150.79
Heat Exchanger-46547,Heat Exchanger,335.43,71.1,57.01
Distillation Column-46548,Distillation Column,659.63,65.63,211.65
Pump-46549,Pump,222.23,106.57,455.15
Valve-46550,Valve,778.44,150.07,139.16
Heat Exchanger-46551,Heat Exchanger,727.31,22.16,108.27
Heat Exchanger-46552,Heat Exchanger,976.6,151.62,273.76
Distillation Column-46553,Distillation Column,722.96,97.48,248.13
Distillation Column-46554,Distillation Column,231.68,52.55,356.56
Distillation Column-46555,Distillation Column,23.5,138.07,43.16
Pump-46556,Pump,777.39,96.61,247.21
Pump-46557,Pump,487.64,185.41,167.07
Storage Tank-46558,Storage Tank,213.21,159.21,250.67
Storage Tank-46559,Storage Tank,861.78,161.94,150.21
Heat Exchanger-46560,Heat Exchanger,99.4,51.65,195.83
Heat Exchanger-46561,Heat Exchanger,56.78,193.7,97.75
Compressor-46562,Compressor,87.87,3.75,136.12
Valve-46563,Valve,774.77,85.83,392.96
Distillation Column-46564,Distillation Column,559.92,183.06,389.29
Compressor-46565,Compressor,524.42,189.51,417.0
Storage Tank-46566,Storage Tank,407.38,33.42,406.3
Pump-46567,Pump,33.73,171.74,24.36
Distillation Column-46568,Distillation Column,65.21,153.88,421.93
Valve-46569,Valve,521.24,45.5,54.59
Compressor-46570,Compressor,618.25,133.05,155.54
Pump-46571,Pump,458.74,126.4,160.1
Reactor-46572,Reactor,414.61,148.55,313.23
Distillation Column-46573,Distillation Column,321.09,41.73,272.77
Valve-46574,Valve,969.7,63.9,477.44
Heat Exchanger-46575,Heat Exchanger,678.37,86.06,109.71
Valve-46576,Valve,846.02,176.44,363.93
Distillation Column-46577,Distillation Column,806.28,136.56,463.59
Storage Tank-46578,Storage Tank,907.22,54.75,333.21
Pump-46579,Pump,570.43,189.58,33.46
Valve-46580,Valve,784.07,9.37,252.25
Pump-46581,Pump,712.28,87.96,59.62
Valve-46582,Valve,378.37,26.91,434.75
Storage Tank-46583,Storage Tank,255.01,133.64,293.05
Storage Tank-46584,Storage Tank,507.43,61.97,410.4
Heat Exchanger-46585,Heat Exchanger,743.29,68.24,329.57
Pump-46586,Pump,621.02,181.54,108.34
Compressor-46587,Compressor,171.36,165.74,217.13
Compressor-46588,Compressor,768.12,14.39,136.37
Valve-46589,Valve,213.7,101.77,28.63
Valve-46590,Valve,61.76,34.12,133.47
Reactor-46591,Reactor,164.73,101.45,457.36
Storage Tank-46592,Storage Tank,777.29,176.72,102.59
Storage Tank-46593,Storage Tank,157.94,2.59,481.71
Heat Exchanger-46594,Heat Exchanger,226.2,143.6,425.06
Distillation Column-46595,Distillation Column,450.53,131.54,61.46
Valve-46596,Valve,327.81,133.77,64.89
Storage Tank-46597,Storage Tank,676.69,129.53,453.35
Reactor-46598,Reactor,373.02,18.07,53.06
Storage Tank-46599,Storage Tank,159.97,55.42,133.25
Distillation Column-46600,Distillation Column,577.95,88.97,441.38
Distillation Column-46601,Distillation Column,291.41,136.49,212.43
Valve-46602,Valve,920.04,179.51,252.75
Distillation Column-46603,Distillation Column,759.33,144.48,104.87
Heat Exchanger-46604,Heat Exchanger,2.03,135.76,92.4
Storage Tank-46605,Storage Tank,653.74,114.73,27.05
Distillation Column-46606,Distillation Column,330.77,195.65,38.04
Reactor-46607,Reactor,839.27,126.64,221.32
Reactor-46608,Reactor,886.08,0.92,307.89
Storage Tank-46609,Storage Tank,991.27,164.85,149.23
Heat Exchanger-46610,Heat Exchanger,809.74,27.68,322.11
Storage Tank-46611,Storage Tank,775.08,89.13,268.33
Reactor-46612,Reactor,257.92,104.24,198.99
Valve-46613,Valve,444.96,174.69,263.8
Pump-46614,Pump,32.79,14.09,27.53
Valve-46615,Valve,24.55,43.36,375.41
Reactor-46616,Reactor,456.77,69.74,112.92
Reactor-46617,Reactor,731.03,37.26,426.66
Pump-46618,Pump,970.41,56.38,61.74
Heat Exchanger-46619,Heat Exchanger,60.19,46.61,202.5
Valve-46620,Valve,132.0,90.21,447.61
Valve-46621,Valve,93.86,61.66,296.17
Valve-46622,Valve,879.6,82.49,137.95
Storage Tank-46623,Storage Tank,569.67,133.84,199.09
Compressor-46624,Compressor,510.97,155.89,121.17
Pump-46625,Pump,933.35,161.59,270.16
Pump-46626,Pump,238.68,157.68,132.34
Pump-46627,Pump,654.67,117.75,133.06
Reactor-46628,Reactor,328.61,161.0,289.64
Compressor-46629,Compressor,81.47,113.07,449.86
Compressor-46630,Compressor,215.68,161.22,192.99
Heat Exchanger-46631,Heat Exchanger,445.76,79.61,62.42
Reactor-46632,Reactor,725.3,5.44,406.65
Heat Exchanger-46633,Heat Exchanger,366.19,192.18,138.64
Valve-46634,Valve,606.33,58.01,271.5
Reactor-46635,Reactor,887.07,81.19,366.71
Valve-46636,Valve,391.11,18.88,462.3
Storage Tank-46637,Storage Tank,413.77,4.53,118.36
Compressor-46638,Compressor,523.75,125.18,44.34
Reactor-46639,Reactor,207.29,19.75,116.47
Compressor-46640,Compressor,654.71,107.42,414.04
Distillation Column-46641,Distillation Column,468.31,4.57,313.86
Heat Exchanger-46642,Heat Exchanger,891.7,106.1,398.28
Distillation Column-46643,Distillation Column,561.02,52.26,266.66
Heat Exchanger-46644,Heat Exchanger,250.49,4.39,374.73
Compressor-46645,Compressor,748.13,4.72,418.63
Compressor-46646,Compressor,444.54,99.57,89.49
Distillation Column-46647,Distillation Column,548.71,116.06,303.57
Valve-46648,Valve,371.04,80.9,297.03
Heat Exchanger-46649,Heat Exchanger,781.91,4.91,315.8
Valve-46650,Valve,673.99,59.47,77.4
Heat Exchanger-46651,Heat Exchanger,969.18,193.41,179.66
Storage Tank-46652,Storage Tank,724.34,101.95,300.92
Heat Exchanger-46653,Heat Exchanger,314.82,178.3,350.62
Compressor-46654,Compressor,944.9,81.46,66.35
Storage Tank-46655,Storage Tank,303.64,173.75,412.14
Distillation Column-46656,Distillation Column,473.27,28.89,234.0
Distillation Column-46657,Distillation Column,922.53,47.06,43.44
Storage Tank-46658,Storage Tank,719.13,183.62,247.18
Storage Tank-46659,Storage Tank,664.38,77.74,183.89
Pump-46660,Pump,867.19,54.49,188.78
Storage Tank-46661,Storage Tank,57.19,154.81,39.54
Pump-46662,Pump,323.2,41.93,153.92
Storage Tank-46663,Storage Tank,409.48,174.57,392.68
Pump-46664,Pump,381.87,109.22,52.88
Heat Exchanger-46665,Heat Exchanger,870.28,110.11,361.47
Pump-46666,Pump,839.4,60.08,274.54
Heat Exchanger-46667,Heat Exchanger,317.33,173.8,134.39
Reactor-46668,Reactor,967.41,173.89,203.83
Heat Exchanger-46669,Heat Exchanger,634.85,79.27,95.9
Heat Exchanger-46670,Heat Exchanger,739.64,24.47,239.97
Storage Tank-46671,Storage Tank,722.85,43.31,205.06
Valve-46672,Valve,198.62,132.94,251.66
Heat Exchanger-46673,Heat Exchanger,5.15,44.07,497.56
Valve-46674,Valve,323.21,124.44,301.54
Valve-46675,Valve,129.97,173.44,216.26
Reactor-46676,Reactor,614.23,86.48,482.89
Reactor-46677,Reactor,703.93,164.29,193.16
Pump-46678,Pump,733.25,100.96,172.58
Pump-46679,Pump,577.73,19.84,491.89
Compressor-46680,Compressor,847.58,108.79,307.27
Pump-46681,Pump,879.08,99.69,426.47
Reactor-46682,Reactor,985.23,177.9,213.06
Distillation Column-46683,Distillation Column,254.42,171.98,404.17
Pump-46684,Pump,727.56,61.11,134.11
Valve-46685,Valve,729.31,80.4,427.74
Heat Exchanger-46686,Heat Exchanger,155.36,82.81,268.31
Distillation Column-46687,Distillation Column,528.61,58.68,72.12
Pump-46688,Pump,726.97,77.14,378.56
Reactor-46689,Reactor,864.7,133.96,247.42
Pump-46690,Pump,687.84,102.07,246.2
Compressor-46691,Compressor,29.35,98.35,108.47
Compressor-46692,Compressor,779.21,56.37,464.47
Compressor-46693,Compressor,113.3,159.62,180.99
Heat Exchanger-46694,Heat Exchanger,979.05,161.99,454.58
Reactor-46695,Reactor,810.25,133.7,194.97
Compressor-46696,Compressor,990.06,27.14,83.82
Heat Exchanger-46697,Heat Exchanger,823.98,39.08,301.67
Heat Exchanger-46698,Heat Exchanger,884.79,164.99,499.52
Compressor-46699,Compressor,211.81,35.25,185.86
Heat Exchanger-46700,Heat Exchanger,207.96,65.83,54.33
Compressor-46701,Compressor,526.54,150.62,482.26
Distillation Column-46702,Distillation Column,13.57,154.97,387.46
Compressor-46703,Compressor,480.99,83.62,280.35
Distillation Column-46704,Distillation Column,814.1,71.59,57.69
Valve-46705,Valve,509.96,181.3,21.8
Distillation Column-46706,Distillation Column,668.24,90.97,486.36
Storage Tank-46707,Storage Tank,772.37,62.42,373.66
Compressor-46708,Compressor,864.03,26.88,406.74
Storage Tank-46709,Storage Tank,168.47,95.22,431.48
Valve-46710,Valve,91.2,7.85,412.1
Heat Exchanger-46711,Heat Exchanger,715.1,171.47,483.92
Heat Exchanger-46712,Heat Exchanger,722.73,89.14,407.3
Distillation Column-46713,Distillation Column,493.68,183.1,427.4
Storage Tank-46714,Storage Tank,110.21,4.1,386.35
Compressor-46715,Compressor,894.84,34.52,484.66
Pump-46716,Pump,45.07,175.09,454.62
Valve-46717,Valve,491.97,100.61,256.9
Distillation Column-46718,Distillation Column,629.47,69.8,313.54
Storage Tank-46719,Storage Tank,992.44,161.97,98.0
Compressor-46720,Compressor,278.67,172.14,311.79
Heat Exchanger-46721,Heat Exchanger,663.04,108.77,237.46
Valve-46722,Valve,994.74,20.01,471.11
Valve-46723,Valve,361.74,131.61,266.89
Pump-46724,Pump,738.27,19.03,58.31
Valve-46725,Valve,304.36,28.86,228.55
Compressor-46726,Compressor,189.3,96.69,234.16
Storage Tank-46727,Storage Tank,969.36,42.29,228.35
Pump-46728,Pump,637.4,91.17,272.48
Pump-46729,Pump,742.64,45.73,242.46
Valve-46730,Valve,674.05,20.63,331.24
Pump-46731,Pump,431.13,115.5,85.85
Valve-46732,Valve,480.22,153.96,47.86
Valve-46733,Valve,398.72,143.62,443.83
Pump-46734,Pump,79.49,127.3,21.58
Reactor-46735,Reactor,108.38,198.89,51.16
Reactor-46736,Reactor,80.27,61.55,391.23
Reactor-46737,Reactor,839.83,99.82,410.43
Heat Exchanger-46738,Heat Exchanger,599.83,129.46,295.02
Compressor-46739,Compressor,670.29,121.55,363.68
Reactor-46740,Reactor,694.57,193.85,242.21
Distillation Column-46741,Distillation Column,266.08,89.58,441.28
Storage Tank-46742,Storage Tank,367.01,53.77,290.3
Compressor-46743,Compressor,434.33,88.15,297.31
Heat Exchanger-46744,Heat Exchanger,58.97,14.43,358.77
Valve-46745,Valve,827.83,129.01,161.63
Pump-46746,Pump,280.04,164.93,267.53
Storage Tank-46747,Storage Tank,395.89,179.74,474.78
Pump-46748,Pump,383.11,41.65,323.32
Pump-46749,Pump,797.81,37.46,325.88
Pump-46750,Pump,93.71,9.18,266.92
Reactor-46751,Reactor,320.92,44.12,262.33
Pump-46752,Pump,762.42,123.03,223.37
Storage Tank-46753,Storage Tank,909.59,39.04,224.86
Compressor-46754,Compressor,954.34,63.39,183.19
Valve-46755,Valve,917.88,123.92,376.06
Reactor-46756,Reactor,2.88,178.62,109.09
Distillation Column-46757,Distillation Column,205.39,1.65,300.74
Distillation Column-46758,Distillation Column,970.13,21.68,248.65
Distillation Column-46759,Distillation Column,693.47,55.54,416.55
Valve-46760,Valve,76.08,21.65,425.75
Distillation Column-46761,Distillation Column,927.99,174.74,34.02
Pump-46762,Pump,42.91,23.24,408.22
Compressor-46763,Compressor,556.22,56.84,57.78
Valve-46764,Valve,454.89,85.07,498.1
Compressor-46765,Compressor,526.47,64.51,498.14
Distillation Column-46766,Distillation Column,484.47,190.35,308.48
Distillation Column-46767,Distillation Column,150.81,171.07,285.13
Distillation Column-46768,Distillation Column,85.41,171.64,250.3
Heat Exchanger-46769,Heat Exchanger,845.81,54.1,459.98
Compressor-46770,Compressor,859.05,138.72,98.4
Distillation Column-46771,Distillation Column,423.56,151.57,45.33
Distillation Column-46772,Distillation Column,419.67,35.01,148.39
Heat Exchanger-46773,Heat Exchanger,36.32,152.58,69.81
Reactor-46774,Reactor,884.36,10.44,278.29
Storage Tank-46775,Storage Tank,707.09,86.62,290.6
Compressor-46776,Compressor,107.91,92.27,169.95
Valve-46777,Valve,927.84,163.51,234.51
Heat Exchanger-46778,Heat Exchanger,623.46,112.1,423.78
Valve-46779,Valve,62.21,141.27,343.98
